419,239
417,256
412,273
405,289
395,303
383,315
368,325
353,333
336,337
318,338
301,337
284,332
268,325
254,315
242,303
232,288
224,272
220,255
219,238
220,221
225,204
232,188
242,174
255,162
269,152
285,144
302,140
319,139
337,140
353,145
369,152
383,162
396,175
405,189
413,205
417,222
